"idb","names","descriptions","images","prices","siteofficiel","categories","linkproducts","desponiblitys","logoofficiel"
"171","Apple iPhone 8 64Go - Space Grey"," Ecran4.7 IPSrétroéclairé par LED.Retina HD(1334x750 pixels).Systéme d'exploitationiOS 11.Processeur:Apple A11Bionic.HexaCore2.06 GHz.Mémoire RAM2 Go.Stockage64Go.Appareil photo Arriere12...","https://static.mytek.tn/img/p/7/7/4/7/1/77471-product_category.jpg","2 359.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8/17527-apple-iphone-8-64go-space-grey.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"172","Apple iPhone 8 64Go - Gold"," Ecran4.7 IPSrétroéclairé par LED.Retina HD(1334x750 pixels).Systéme d'exploitationiOS 11.Processeur:Apple A11 Bionic.Hexacore 2.06 GHz.Mémoire RAM2 Go.Stockage 64Go.Appareil photo Arriere12 MégaPixel(...","https://static.mytek.tn/img/p/7/7/4/7/4/77474-product_category.jpg","2 359.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8/13657-apple-iphone-8-64go-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"173","Apple iPhone 8 64Go - Silver"," Ecran4.7 IPSrétroéclairé par LED.Retina HD(1334x750 pixels).Systéme d'exploitationiOS 11.Processeur:Apple A11Bionic.Hexacore2.06 GHz.Mémoire RAM2 Go.Stockage64Go.Appareil photo Arriere12...","https://static.mytek.tn/img/p/7/7/4/7/3/77473-product_category.jpg","2 359.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8/13659-apple-iphone-8-64go-silver.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"174"," SAMSUNG Galaxy A80 Blanc (SM-A805)"," Ecran 6.7 FHD+Super AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 9.0 Pie Processeur:Qualcomm Snapdragon 7150 OctoCore. 2.2 GHzMémoire RAM:8 GoStockage:128Go. MicroSD jusqu'à 512 Go Appareil...","https://static.mytek.tn/img/p/7/7/2/4/6/77246-product_category.jpg","2 469.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26261-smartphone-samsung-galaxy-a80-blanc-sm-a805.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"175"," SAMSUNG Galaxy A80 Gold (SM-A805)"," Ecran 6.7 FHD+Super AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 9.0 Pie Processeur:Qualcomm Snapdragon 7150 OctoCore. 2.2 GHzMémoire RAM:8 GoStockage:128Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/7/4/5/0/3/74503-product_category.jpg","2 469.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25286-smartphone-samsung-galaxy-a80-gold-sm-a805.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"176","Apple iPhone 7 Plus 32 Go Noir"," Ecran 5.5 IPSRetina LED HD  Resolution1920 x 1080 pixels Systéme d'exploitation:iOS 10Processeur:Apple A10.QuadCore2.34 GHz Mémoire RAM:3 Go Stockage:32 Go Appareil photo Arriere:Dual 12 MégaPixel (Ouverture ƒ/2.8 ....","https://static.mytek.tn/img/p/7/7/4/7/0/77470-product_category.jpg","2 529.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-7-plus/9483-iphone-7-plus-32go-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"177"," SAMSUNG Galaxy S10e Bleu (SM-G970)"," Ecran 5.8’’Infinity Super AMOLED Résolution 2280 x 1080 FHD ProcesseurExynos 9810OctaCore 2.8 GHz Système d'exploitationAndroid 9.0 avec Samsung One UIMémoireRAM:6 Go Stockage: 128 Go Appareil Photo Arriére:Dual Pixel...","https://static.mytek.tn/img/p/7/7/3/9/4/77394-product_category.jpg","2 755.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26047-smartphone-samsung-galaxy-s10e-bleu-sm-g970.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"178"," SAMSUNG Galaxy S10e Noir (SM-G970)"," Ecran 5.8’’Infinity Super AMOLED Résolution 2280 x 1080 FHD ProcesseurExynos 9810OctaCore 2.8 GHz Système d'exploitationAndroid 9.0 avec Samsung One UIMémoireRAM:6 Go Stockage: 128 Go Appareil Photo Arriére:Dual Pixel...","https://static.mytek.tn/img/p/7/7/3/9/6/77396-product_category.jpg","2 755.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22544-smartphone-samsung-galaxy-s10e-noir.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"179"," SAMSUNG Galaxy S10e Blanc (SM-G970)"," Ecran 5.8’’Infinity Super AMOLED Résolution 2280 x 1080 FHD ProcesseurExynos 9810OctaCore 2.8 GHz Système d'exploitationAndroid 9.0 avec Samsung One UIMémoireRAM:6 Go Stockage: 128 Go Appareil Photo Arriére:Dual Pixel...","https://static.mytek.tn/img/p/7/7/3/9/7/77397-product_category.jpg","2 755.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22948-smartphone-samsung-galaxy-s10e-blanc.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"180","Apple iPhone 8 256Go Rouge"," Ecran4.7 IPSRetina rétroéclairé par LED Resolution:1334x750 pixelsSystéme d'exploitationiOS 11 Processeur:Apple A11Bionic.Hexacore2.06 GHz Mémoire RAM:2 Go Stockage256 Go Appareil photo...","https://static.mytek.tn/img/p/7/7/6/0/1/77601-product_category.jpg","2 999.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8/20977-apple-iphone-8-256go-rouge.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"181","Apple iPhone 8 256Go - Gold"," Ecran4.7 IPSrétroéclairé par LED.Retina HD(1334x750 pixels).Systéme d'exploitationiOS 11.Processeur:Apple A11Bionic.HexaCore2.06 GHz.Mémoire RAM2 Go.Stockage256 Go.Appareil photo Arriere12...","https://static.mytek.tn/img/p/7/7/4/7/9/77479-product_category.jpg","2 999.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8/20409-apple-iphone-8-256go-gold.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"182","Apple iPhone 8 Plus 64Go Silver"," Ecran5.5 RetinaHD (1920 x 1080 pixels) Systéme d'exploitation :iOS 11Processeur:Apple A11BionicHexaCoreMémoireRAM3GoStockage64 GoAppareil photo:Dual12 MP(f / 1.8. 28mm. OIS) +12 MP(f / 2.8....","https://static.mytek.tn/img/p/7/7/6/0/2/77602-product_category.jpg","3 089.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8-plus/17506-apple-iphone-8-plus-64go-silver.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"183","Apple iPhone 8 Plus 64Go - Rouge"," Ecran5.5 RetinaHD (1920 x 1080 pixels) Systéme d'exploitation :iOS 11Processeur:Apple A11BionicHexaCoreMémoireRAM3GoStockage64 GoAppareil photo:Dual12 MP(f / 1.8. 28mm. OIS) +12 MP(f / 2.8....","https://static.mytek.tn/img/p/7/7/6/0/3/77603-product_category.jpg","3 089.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8-plus/20045-apple-iphone-8-plus-64go-rouge.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"184","Apple iPhone 8 Plus 64Go Rose Gold"," Écran 5.5 avec True Tone.Retina HD (1920 x 1080 pixels)  Systéme d'exploitationiOS 11 Processeur:Apple A11Bionic Hexacore Mémoire RAM3Go Stockage64Go Appareil photo ArriereDual: 12 MP (f / 1.8. 28mm. OIS) + 12 MP (f / 2.8. 57mm) Zoom...","https://static.mytek.tn/img/p/7/7/6/0/6/77606-product_category.jpg","3 089.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8-plus/14725-apple-iphone-8-plus-64go-gold.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"185","Apple iPhone 8 Plus 64Go Space Grey"," Ecran5.5 Retina HD  Résolution: (1920 x 1080 pixels) Processeur:Apple A11Bionic HexaCore Systéme d'exploitation :iOS 11MémoireRAM3GoStockage64 GoAppareil photo :Dual: 12 MP (f / 1.8. 28mm. OIS) + 12 MP (f / 2.8. 57mm) Appareil...","https://static.mytek.tn/img/p/7/7/6/0/5/77605-product_category.jpg","3 089.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8-plus/17504-apple-iphone-8-plus-64go-spacegrey.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"186"," SAMSUNG Galaxy Note 9 Noir (SM-N960F)"," Ecran6.4’’ Infinity Super AMOLED  Résolution 2960 x 1440(QHD+)  Processeur Exynos 9810 OctaCore 2.8 GHz  Système d'exploitationAndroid 8.1 Oreo MémoireRAM: 6 Go  Stockage128 Go extensible jusqu'à 400Go via micro SDXC  Appareil Photo Arriére: Dual Pixel...","https://static.mytek.tn/img/p/8/1/9/3/2/81932-product_category.jpg","3 129.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/18620-smartphone-samsung-galaxy-note-9-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"187","Apple iPhone XR 64Go - Jaune"," Ecran6.1HD RetinaTouchFaceID Résolution:1792 x 828 pixelsProcesseur:Apple A12BionicHexacore2.49 GHz Systéme d'exploitation:iOSMémoire RAM:3 Go Stockage:64 Go Appareil photo...","https://static.mytek.tn/img/p/8/3/3/7/9/83379-product_category.jpg","3 199.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/29774-apple-iphone-xr-64go-jaune.html"," ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"188","Apple iPhone XR 64Go - Blanc"," Ecran6.1HD RetinaTouchFaceID Résolution:1792 x 828 pixelsProcesseur:Apple A12BionicHexacore2.49 GHz Systéme d'exploitation:iOSMémoire RAM:3 Go Stockage:64 Go Appareil photo...","https://static.mytek.tn/img/p/7/7/6/1/0/77610-product_category.jpg","3 199.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23488-apple-iphone-xr-64go-blanc.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"189","Apple iPhone XR 64Go - Corail"," Ecran6.1HD RetinaTouchFaceID Résolution:1792 x 828 pixelsProcesseur:Apple A12BionicHexacore2.49 GHz Systéme d'exploitation:iOSMémoire RAM:3 Go Stockage:64 Go Appareil photo...","https://static.mytek.tn/img/p/7/7/6/0/7/77607-product_category.jpg","3 199.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23487-apple-iphone-xr-64go-corail.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"190","Apple iPhone XR 64Go - Rouge"," Ecran6.1HD RetinaTouchFaceID Résolution:1792 x 828 pixelsProcesseur:Apple A12BionicHexacore2.49 GHz Systéme d'exploitation:iOSMémoire RAM:3 Go Stockage:64 Go Appareil photo...","https://static.mytek.tn/img/p/7/7/6/1/1/77611-product_category.jpg","3 199.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23485-iphone-xr-64go-rouge.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"191","Apple iPhone XR 64Go - Bleu"," Ecran6.1HD RetinaTouchFaceID Résolution:1792 x 828 pixelsProcesseur:Apple A12BionicHexacore2.49 GHz Systéme d'exploitation:iOSMémoire RAM:3 Go Stockage:64 Go Appareil photo...","https://static.mytek.tn/img/p/7/7/6/1/2/77612-product_category.jpg","3 199.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23486-iphone-xr-64go-bleu.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"192"," SAMSUNG Galaxy Note 10 Noir"," Ecran6.3’’Super AMOLED Résolution: 2280 x 1080 pixels Processeur:Exynos 9825OctaCore 2.73 GHz Système d'exploitationAndroid 9.0MémoireRAM:8 Go Stockage256 Go Appareil Photo Arriére:Trio16...","https://static.mytek.tn/img/p/7/7/4/0/4/77404-product_category.jpg","3 419.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25545-smartphone-samsung-galaxy-note-10-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"193"," SAMSUNG Galaxy Note 10 Blanc"," Ecran6.3’’Super AMOLED Résolution: 2280 x 1080 pixels Processeur:Exynos 9825OctaCore 2.73 GHz Système d'exploitationAndroid 9.0MémoireRAM:8 Go Stockage256 Go Appareil Photo Arriére:Trio16...","https://static.mytek.tn/img/p/7/7/4/0/5/77405-product_category.jpg","3 419.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25542-smartphone-samsung-galaxy-note-9-blanc.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"194"," SAMSUNG Galaxy Note 10 Silver"," Ecran6.3’’Super AMOLED Résolution: 2280 x 1080 pixels Processeur:Exynos 9825OctaCore 2.73 GHz Système d'exploitationAndroid 9.0MémoireRAM:8 Go Stockage256 Go Appareil Photo Arriére:Trio16...","https://static.mytek.tn/img/p/7/7/4/0/6/77406-product_category.jpg","3 419.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25544-smartphone-samsung-galaxy-note-10-silver.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"195"," SAMSUNG Galaxy S10 - Blanc (SM-G973)"," Ecran 6.1’’Infinity Super AMOLED Résolution 3040 x 1440QHD ProcesseurExynos 9810OctaCore 2.8 GHz Système d'exploitationAndroid 9.0 avec Samsung One UIMémoireRAM:8 Go Stockage: 128 Go Appareil Photo Arriére:1...","https://static.mytek.tn/img/p/7/7/4/0/0/77400-product_category.jpg","3 499.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22873-smartphone-samsung-galaxy-s10-blanc.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"196","Apple iPhone XR 128Go 4G - Noir"," Ecran6.1HD RetinaTouchFaceID Résolution:1792 x 828 pixelsProcesseur:Apple A12BionicHexacore2.49 GHz Systéme d'exploitation:iOSMémoire RAM:3 Go Stockage:128 Go Appareil photo...","https://static.mytek.tn/img/p/7/7/6/8/1/77681-product_category.jpg","3 499.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-x/23433-iphone-xr-128go-4g-noir.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"197"," SAMSUNG Galaxy S10 Noir (SM-G973)"," Ecran 6.1’’Infinity Super AMOLED Résolution 3040 x 1440QHD ProcesseurExynos 9810OctaCore 2.8 GHz Système d'exploitationAndroid 9.0 avec Samsung One UIMémoireRAM:8 Go Stockage: 128 Go Appareil Photo Arriére:1...","https://static.mytek.tn/img/p/7/7/4/0/1/77401-product_category.jpg","3 499.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22545-smartphone-samsung-galaxy-s10-noir.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"198","Apple iPhone 8 Plus 256Go - Gold"," Ecran5.5 RetinaHD (1920 x 1080 pixels) Systéme d'exploitation :iOS 11Processeur:Apple A11BionicHexaCoreMémoireRAM3GoStockage256 GoAppareil photo:Dual12 MP(f / 1.8. 28mm. OIS) +12 MP(f / 2.8....","https://static.mytek.tn/img/p/7/7/6/1/8/77618-product_category.jpg","3 579.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8-plus/20410-apple-iphone-8-plus-256go-gold.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"199","Apple iPhone 8 Plus 256Go Silver"," Apple IPhone 8 Plus Ecran:5.5Retina HD (1920 x 1080 pixels) Systéme d'exploitation :iOS 11 Processeur:Apple A11Bionic Hexacore MémoireRAM: 3GoStockage:256Go Appareil photo :Dual: 12 MP (f / 1.8. 28mm. OIS) + 12 MP (f / 2.8. 57mm) Appareil...","https://static.mytek.tn/img/p/7/7/6/1/9/77619-product_category.jpg","3 579.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8-plus/20794-apple-iphone-8-plus-256go-silver.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"200","Apple iPhone 8 Plus 256Go SpaceGrey"," Ecran 5.5 Retina HD (1920 x 1080 pixels) Systéme d'exploitation : iOS 11 Processeur:Apple A11Bionic Hexacore Mémoire RAM3GoStockage256Go Appareil photo :Dual: 12 MP (f / 1.8. 28mm. OIS) + 12 MP (f / 2.8. 57mm) Appareil Avant :7 MP (f / 2.2. 32mm)...","https://static.mytek.tn/img/p/7/7/6/1/7/77617-product_category.jpg","3 579.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8-plus/15243-apple-iphone-8-plus-256go-spacegrey.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"201","Apple iPhone XS 64Go 4G - Silver"," Ecran5.8SuperRetinaHD OLED3DTouch Résolution: 2436x 1125 pixels FaceID  Processeur:Apple A12Hexacore2.49 GHz Systéme d'exploitation:iOS Mémoire RAM:4 Go Stockage:64 Go Appareil photo Arriere:Dual: 12...","https://static.mytek.tn/img/p/7/7/6/8/2/77682-product_category.jpg","3 659.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23458-apple-iphone-xs-64go-4g-silver.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"202","Apple iPhone XS 64Go 4G - Gold"," Ecran5.8SuperRetinaHD OLED3DTouch Résolution: 2436x 1125 pixels FaceID  Processeur:Apple A12Hexacore2.49 GHz Systéme d'exploitation:iOS Mémoire RAM:4 Go Stockage:64 Go Appareil photo Arriere:Dual: 12...","https://static.mytek.tn/img/p/7/7/6/8/5/77685-product_category.jpg","3 659.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23456-apple-iphone-xs-64go-4g-gold.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"203","Apple iPhone XS 64Go 4G - SpaceGrey"," Ecran5.8SuperRetinaHD OLED3DTouch Résolution: 2436x 1125 pixels FaceID  Processeur:Apple A12Hexacore2.49 GHz Systéme d'exploitation:iOS Mémoire RAM:4 Go Stockage:64 Go Appareil photo Arriere:Dual: 12...","https://static.mytek.tn/img/p/7/7/6/8/3/77683-product_category.jpg","3 659.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23453-iphone-xs-64go-4g-spacegrey.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"204"," SAMSUNG Galaxy S10+ Bleu (SM-G975)"," Ecran 6.4’’Infinity Super AMOLED Résolution 3040 x 1440QHD ProcesseurExynos 9810OctaCore 2.8 GHz Système d'exploitationAndroid 9.0 avec Samsung One UIMémoireRAM:8 Go Stockage: 128 Go Appareil Photo Arriére:1...","https://static.mytek.tn/img/p/7/7/5/7/7/77577-product_category.jpg","3 899.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26935-smartphone-samsung-galaxy-s10-bleu-sm-g975.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"205"," SAMSUNG Galaxy S10+ Noir (SM-G975)"," Ecran 6.4’’Infinity Super AMOLED Résolution 3040 x 1440QHD ProcesseurExynos 9810OctaCore 2.8 GHz Système d'exploitationAndroid 9.0 avec Samsung One UIMémoireRAM:8 Go Stockage: 128 Go Appareil Photo Arriére:1...","https://static.mytek.tn/img/p/7/7/4/0/7/77407-product_category.jpg","3 899.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22546-smartphone-samsung-galaxy-s10-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"206"," HUAWEI P30 Pro - Cristal"," Ecran6.47 OLED FHD+(2340 x 1080 Pixels)Processeur:Octacore2x CortexA76 2.6 GHz + 2 x Cortex A76 1.92 GHz+ 4 x Cortex A55 1.8 GHz Systéme d'exploitation:Android9.0Pie(EMUI 9.1)Mémoire RAM:8 GoStockage:256...","https://static.mytek.tn/img/p/7/7/4/1/8/77418-product_category.jpg","3 999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23645-smartphone-huawei-p30-pro-cristal.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"207"," HUAWEI P30 Pro - Aurora"," Ecran6.47 OLED FHD+(2340 x 1080 Pixels)Processeur:Octacore2x CortexA76 2.6 GHz + 2 x Cortex A76 1.92 GHz+ 4 x Cortex A55 1.8 GHz Systéme d'exploitation:Android9.0Pie(EMUI 9.1)Mémoire RAM:8 GoStockage:256...","https://static.mytek.tn/img/p/7/7/4/1/7/77417-product_category.jpg","3 999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23647-smartphone-huawei-p30-pro-aurora.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"208"," SAMSUNG Galaxy Note 10+ Noir (SM-N975F)"," Ecran 6.8’’ Super AMOLED Résolution 3040 x 1440QHD Processeur Exynos 9825 OctaCore 2.8 GHz Système d'exploitationAndroid 9.0MémoireRAM:12 Go Stockage: 256 Go Appareil Photo Arriére Quad:16MP F2.2 (123 °) et Grand angle: 12MP 2PD...","https://static.mytek.tn/img/p/7/7/4/2/1/77421-product_category.jpg","4 199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25547-smartphone-samsung-galaxy-note-10-noir-sm-n975f.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"209"," SAMSUNG Galaxy Note 10+ Silver (SM-N975F)"," Ecran 6.8’’ Super AMOLED Résolution 3040 x 1440QHD Processeur Exynos 9825 OctaCore 2.8 GHz Système d'exploitationAndroid 9.0MémoireRAM:12 Go Stockage: 256 Go Appareil Photo Arriére Quad:16MP F2.2 (123 °) et Grand angle: 12MP 2PD...","https://static.mytek.tn/img/p/7/7/4/2/5/77425-product_category.jpg","4 199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25543-smartphone-samsung-galaxy-note-10-silver-sm-n975f.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"210"," SAMSUNG Galaxy Note 10+ Blanc (SM-N975F)"," Ecran 6.8’’ Super AMOLED Résolution 3040 x 1440QHD Processeur Exynos 9825 OctaCore 2.8 GHz Système d'exploitationAndroid 9.0MémoireRAM:12 Go Stockage: 256 Go Appareil Photo Arriére Quad:16MP F2.2 (123 °) et Grand angle: 12MP 2PD...","https://static.mytek.tn/img/p/7/7/4/2/2/77422-product_category.jpg","4 199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25546-smartphone-samsung-galaxy-note-10-blanc-sm-n975f.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"211","Apple iPhone XS Max 64Go 4G - SpaceGrey"," Ecran6.5SuperRetinaHD OLED3DTouchFaceID Résolution: 2688 x 1242 pixels Processeur:Apple A12BionicHexacore2.49 GHz Systéme d'exploitation:iOS Mémoire RAM:4 Go Stockage:64 Go Appareil photo Arriere:Dual:...","https://static.mytek.tn/img/p/7/7/6/9/9/77699-product_category.jpg","4 449.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-tunisie/23452-apple-iphone-xs-max-64go-4g-spacegrey.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
